file_name,dtype_ok,ndim_ok,has_nan,has_inf,shape,n_channels,n_samples,file_size_bytes,valid,dataset_key
22.npz,True,True,False,False,"(12, 1000)",12,1000,30308,True,ptbxl
23.npz,True,True,False,False,"(12, 1000)",12,1000,34569,True,ptbxl
24.npz,True,True,False,False,"(12, 1000)",12,1000,30397,True,ptbxl
25.npz,True,True,False,False,"(12, 1000)",12,1000,32024,True,ptbxl
26.npz,True,True,False,False,"(12, 1000)",12,1000,33787,True,ptbxl
27.npz,True,True,False,False,"(12, 1000)",12,1000,29474,True,ptbxl
28.npz,True,True,False,False,"(12, 1000)",12,1000,33326,True,ptbxl
29.npz,True,True,False,False,"(12, 1000)",12,1000,30923,True,ptbxl
3.npz,True,True,False,False,"(12, 1000)",12,1000,31481,True,ptbxl
30.npz,True,True,False,False,"(12, 1000)",12,1000,35371,True,ptbxl
31.npz,True,True,False,False,"(12, 1000)",12,1000,30888,True,ptbxl
32.npz,True,True,False,False,"(12, 1000)",12,1000,34631,True,ptbxl
33.npz,True,True,False,False,"(12, 1000)",12,1000,32960,True,ptbxl
34.npz,True,True,False,False,"(12, 1000)",12,1000,35024,True,ptbxl
35.npz,True,True,False,False,"(12, 1000)",12,1000,32270,True,ptbxl
36.npz,True,True,False,False,"(12, 1000)",12,1000,31796,True,ptbxl
37.npz,True,True,False,False,"(12, 1000)",12,1000,29207,True,ptbxl
38.npz,True,True,False,False,"(12, 1000)",12,1000,32508,True,ptbxl
39.npz,True,True,False,False,"(12, 1000)",12,1000,33787,True,ptbxl
4.npz,True,True,False,False,"(12, 1000)",12,1000,37447,True,ptbxl
40.npz,True,True,False,False,"(12, 1000)",12,1000,31122,True,ptbxl
41.npz,True,True,False,False,"(12, 1000)",12,1000,32852,True,ptbxl
42.npz,True,True,False,False,"(12, 1000)",12,1000,28713,True,ptbxl
43.npz,True,True,False,False,"(12, 1000)",12,1000,31739,True,ptbxl
44.npz,True,True,False,False,"(12, 1000)",12,1000,29661,True,ptbxl
45.npz,True,True,False,False,"(12, 1000)",12,1000,34769,True,ptbxl
46.npz,True,True,False,False,"(12, 1000)",12,1000,32926,True,ptbxl
47.npz,True,True,False,False,"(12, 1000)",12,1000,33023,True,ptbxl
48.npz,True,True,False,False,"(12, 1000)",12,1000,31709,True,ptbxl
49.npz,True,True,False,False,"(12, 1000)",12,1000,34186,True,ptbxl
5.npz,True,True,False,False,"(12, 1000)",12,1000,33054,True,ptbxl
50.npz,True,True,False,False,"(12, 1000)",12,1000,36444,True,ptbxl
51.npz,True,True,False,False,"(12, 1000)",12,1000,30526,True,ptbxl
52.npz,True,True,False,False,"(12, 1000)",12,1000,32321,True,ptbxl
53.npz,True,True,False,False,"(12, 1000)",12,1000,30268,True,ptbxl
54.npz,True,True,False,False,"(12, 1000)",12,1000,31658,True,ptbxl
55.npz,True,True,False,False,"(12, 1000)",12,1000,29878,True,ptbxl
56.npz,True,True,False,False,"(12, 1000)",12,1000,31287,True,ptbxl
57.npz,True,True,False,False,"(12, 1000)",12,1000,32271,True,ptbxl
58.npz,True,True,False,False,"(12, 1000)",12,1000,32311,True,ptbxl
59.npz,True,True,False,False,"(12, 1000)",12,1000,31383,True,ptbxl
6.npz,True,True,False,False,"(12, 1000)",12,1000,33692,True,ptbxl
60.npz,True,True,False,False,"(12, 1000)",12,1000,30217,True,ptbxl
61.npz,True,True,False,False,"(12, 1000)",12,1000,31196,True,ptbxl
62.npz,True,True,False,False,"(12, 1000)",12,1000,31874,True,ptbxl
63.npz,True,True,False,False,"(12, 1000)",12,1000,30948,True,ptbxl
64.npz,True,True,False,False,"(12, 1000)",12,1000,31817,True,ptbxl
65.npz,True,True,False,False,"(12, 1000)",12,1000,32752,True,ptbxl
66.npz,True,True,False,False,"(12, 1000)",12,1000,32044,True,ptbxl
67.npz,True,True,False,False,"(12, 1000)",12,1000,32067,True,ptbxl
68.npz,True,True,False,False,"(12, 1000)",12,1000,31792,True,ptbxl
69.npz,True,True,False,False,"(12, 1000)",12,1000,30716,True,ptbxl
7.npz,True,True,False,False,"(12, 1000)",12,1000,30523,True,ptbxl
70.npz,True,True,False,False,"(12, 1000)",12,1000,32137,True,ptbxl
71.npz,True,True,False,False,"(12, 1000)",12,1000,29838,True,ptbxl
72.npz,True,True,False,False,"(12, 1000)",12,1000,32669,True,ptbxl
73.npz,True,True,False,False,"(12, 1000)",12,1000,32268,True,ptbxl
74.npz,True,True,False,False,"(12, 1000)",12,1000,32477,True,ptbxl
75.npz,True,True,False,False,"(12, 1000)",12,1000,30622,True,ptbxl
76.npz,True,True,False,False,"(12, 1000)",12,1000,31882,True,ptbxl
77.npz,True,True,False,False,"(12, 1000)",12,1000,31918,True,ptbxl
78.npz,True,True,False,False,"(12, 1000)",12,1000,27995,True,ptbxl
79.npz,True,True,False,False,"(12, 1000)",12,1000,30159,True,ptbxl
8.npz,True,True,False,False,"(12, 1000)",12,1000,35641,True,ptbxl
80.npz,True,True,False,False,"(12, 1000)",12,1000,36141,True,ptbxl
81.npz,True,True,False,False,"(12, 1000)",12,1000,31120,True,ptbxl
82.npz,True,True,False,False,"(12, 1000)",12,1000,31122,True,ptbxl
83.npz,True,True,False,False,"(12, 1000)",12,1000,29916,True,ptbxl
84.npz,True,True,False,False,"(12, 1000)",12,1000,33238,True,ptbxl
85.npz,True,True,False,False,"(12, 1000)",12,1000,32271,True,ptbxl
86.npz,True,True,False,False,"(12, 1000)",12,1000,32337,True,ptbxl
87.npz,True,True,False,False,"(12, 1000)",12,1000,36275,True,ptbxl
88.npz,True,True,False,False,"(12, 1000)",12,1000,33520,True,ptbxl
89.npz,True,True,False,False,"(12, 1000)",12,1000,30702,True,ptbxl
9.npz,True,True,False,False,"(12, 1000)",12,1000,31371,True,ptbxl
90.npz,True,True,False,False,"(12, 1000)",12,1000,32609,True,ptbxl
91.npz,True,True,False,False,"(12, 1000)",12,1000,31348,True,ptbxl
92.npz,True,True,False,False,"(12, 1000)",12,1000,31077,True,ptbxl
93.npz,True,True,False,False,"(12, 1000)",12,1000,32422,True,ptbxl
94.npz,True,True,False,False,"(12, 1000)",12,1000,32199,True,ptbxl
95.npz,True,True,False,False,"(12, 1000)",12,1000,32235,True,ptbxl
96.npz,True,True,False,False,"(12, 1000)",12,1000,34133,True,ptbxl
97.npz,True,True,False,False,"(12, 1000)",12,1000,31511,True,ptbxl
98.npz,True,True,False,False,"(12, 1000)",12,1000,31178,True,ptbxl
99.npz,True,True,False,False,"(12, 1000)",12,1000,30838,True,ptbxl
